Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / MPN,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,SEO Title,SEO Description,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code
pana-max-pax-tu-m4,Турбинный наконечник Pana-Max PAX-TU M4,"<h2>Что это?</h2>
<p>Это <span>турбинный </span>стоматологический наконечник , который имеет керамические подшипники и ортопедическую головку</p>
<h2>Характеристики: </h2>
<p>Корпус из нержавеющей стали </p>
<p>Производитель: NSK Nakanishi (Япония)</p>
<p>Имеет систему очистки головки</p>
<p>Скорость (об/мин): 320.000 - 370.00</p>
<p>Размер головки (мм): 12,0 x 13,6 </p>
<p>Размеры: <span>170.00 мм x 80.00 мм x 30.00 мм</span></p>
<p>Соединение при помощи четырехканального разъема Midwest</p>
<p>Фиксация бора при помощи кнопочного зажима</p>
<p> </p>
<p> </p>",NSK,Стоматологические наконечники,"dentist, nsk, stomatologhichieskiie-nakoniechniki",false,Title,Default Title,,,,,"",0,,1,deny,manual,9999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/pax-su-m4-nsk_2-600x600.png?v=1480336758,1,,false,,,,,,,,,,,,,,,,,kg,
pana-max-pax-tu-m4,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1339/0281/products/pax-su-m4-nsk-600x600.png?v=1480336759,2,,,,,,,,,,,,,,,,,,,,
gold,Пудра для отбеливания зубов Gold,"<h2>Что это? </h2>
<p>Это жемчужный порошок, который полирует и отбеливает поверхность зубов, а еще защищает от возникновения зубного камня</p>
<p>Ее можно использовать как в комплексе с зубной пастой, так и вместо нее. Рекомендовано использовать после процедуры отбеливания для поддержания эффекта, потому что, в<span> пудре тот же активный компонент, что и в гел</span><span>ях для </span><span>отбеливании. Но она не содержит перекиси водорода или пероксида карбамида, которые разрушают эмаль</span></p>
<p><span>Ее удобно брать с собой на работу, учебу, путешествие. Баночка выглядит стильно и занимает совсем мало места </span></p>
<p> </p>",White&Smile,Отбеливание,"otbielivaniie, people, white-smile",true,Title,Default Title,,,,,"",0,,1,deny,manual,1899.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/FullSizeRender.jpg?v=1480094031,1,,false,,,,,,,,,,,,,,,,,kg,
gold,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1339/0281/products/pudra.jpg?v=1480094040,2,,,,,,,,,,,,,,,,,,,,
kapi,Изготовление кап для отбеливания,"<p>Многие системы для домашнего отбеливания, требуют наличия кап. Но не во всех наборах они прилагаются. А если и входят в комплект, то имеют стандартные размеры, что не позволяет эффективно провести процедуру, т.к. капы не плотно прилегают к поверхности зуба </p>
<p>Мы делаем индивидуальные капы,которые помогут Вам сделать процедуру более эффективной, потому что капа будет изготовлена по слепкам ваших зубов и будет идеально прилегать к поверхности зуба, делая процесс отбеливания лучше</p>
<h2>Как это работает? </h2>
<p>В клинике снимают слепок ваших зубов и через несколько дней Вы получите прозрачную капу-накладку на зубы</p>
<p>Затем вы можете нанести выбранный гель для отбеливания на зубы и проводить процедуру в соответствии с инструкцией по применению, выбранного Вами геля</p>
<p> </p>","Потерпите, пожалуйста!",Отбеливание,"otbielivaniie, people, potierpitie-pozhaluista",true,Title,Default Title,,,,,"",0,,1,deny,manual,2500.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/157101402_1.jpg?v=1480091556,1,,false,,,,,,,,,,,,,,,,,kg,
poladay-3-50,"Гель для отбеливания зубов Poladay 3%, 50 шприцов","<h2>Что это? </h2>
<p>Это ночная система для отбеливания зубов. Содержит 10% пероксида карбамида</p>
<p>В набор входит 10 шприцов с отбеливающим гелем</p>
<p>Для применения этой системы, необходимо изготовление капы</p>",Pola,Отбеливание,"otbielivaniie, people, pola",true,Title,Default Title,,,,,"",0,,1,deny,manual,10199.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/d141ea7f6ac0c801624b583cfbfe25be.jpg?v=1480088750,1,,false,,,,,,,,,,,,,,,,,kg,
poladay-3-50,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1339/0281/products/c184f613d264c2e4af61e34ce5eee345.jpg?v=1480088751,2,,,,,,,,,,,,,,,,,,,,
polanight-10-50,"Гель для отбеливания зубов Polanight 10%, 50 шприцов","<h2>Что это? </h2>
<p>Это ночная система для отбеливания зубов. Содержит 10% пероксида карбамида</p>
<p>В набор входит 10 шприцов с отбеливающим гелем</p>
<p>Для применения этой системы, необходимо изготовление капы</p>",Pola,Отбеливание,"otbielivaniie, people, pola",true,Title,Default Title,,,,,"",0,,1,deny,manual,10199.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/d4149a9beaf5a786b1a7d2ef1f51907c.jpg?v=1480088502,1,,false,,,,,,,,,,,,,,,,,kg,
poladay-3-10,"Гель для отбеливания зубов Poladay 3%, 10 шприцов","<h2>Что это? </h2>
<p>Это дневная система для отбеливания зубов. Содержит <span>3% перекиси водорода</span></p>
<p>В набор входит 10 шприцов с отбеливающим гелем</p>
<p>Для применения этой системы, необходимо изготовление капы</p>",Pola,Отбеливание,"otbielivaniie, people, pola",true,Title,Default Title,,,,,"",0,,1,deny,manual,3699.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/92b500265191ed097f4a9083a5f88745.jpg?v=1480088851,1,,false,,,,,,,,,,,,,,,,,kg,
polanight-10-10,"Гель для отбеливания зубов Polanight 10%, 10 шприцов","<h2>Что это? </h2>
<p>Это ночная система для отбеливания зубов. Содержит 10% пероксида карбамида</p>
<p>В набор входит 10 шприцов с отбеливающим гелем</p>
<p>Для применения этой системы, необходимо изготовление капы</p>",Pola,Отбеливание,"otbielivaniie, people, pola",true,Title,Default Title,,,,,"",0,,1,deny,manual,3699.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/b937c848f31205baa27a0ae0ee795a61.jpg?v=1480087500,1,,false,,,,,,,,,,,,,,,,,kg,
salfetki-otbielivaniie,Салфетки для отбеливания и чистки зубов,"<h2>Что это? </h2>
<p>Это салфетки, с помощью которых можно очистить и осветлить тон поверхности зубов. Они удаляют налет и восстанавливают цвет эмали.</p>
<p>Их хорошо использовать после употребления красящих продуктов, например, вина и кофе.</p>
<p>В набор входят 24 отбеливающие салфетки </p>",BrilliantSmile,Отбеливание,"brilliantsmile, otbielivaniie, people",true,Title,Default Title,,,,,"",0,,1,deny,manual,749.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/15.jpg?v=1480086225,1,,false,,,,,,,,,,,,,,,,,kg,
nabor-otbielivaniie,Профессиональный набор для отбеливания,"<h2>Что это? </h2>
<p>Это расширенный набор для отбеливания, который приближен к процедуре отбеливания  в стоматологическом кабинете. Включает такие элементы как: нагрудник, в<span>атные палочки с витамином Е, ватные роллы и расширитель рта, что не прилагается в других системах для домашнего отбеливанияBrilliantSmile</span></p>
<h2><span>Что в коробке?</span></h2>
<p>1 нагрудник</p>
<p>Салфетки для чистки зубов в количестве 2 ш.</p>
<p>2 ватные палочки с витаминов Е</p>
<p>Карандаш с отбеливающим гелем ( 8 мл)</p>
<p>6 ватных роллов</p>
<p>Нагрудник – 1шт.</p>
<p>2 расширителя рта</p>
<p>И дополнительно Ватные роллы – 6 шт.</p>
<p>Расширитель рта – 2 шт.</p>
<p><strong>Дополнительно:</strong></p>
<p>Коффердам и реминирализирующий гель.</p>",BrilliantSmile,Отбеливание,"brilliantsmile, otbielivaniie, people",true,Title,Default Title,,,,,"",0,,1,deny,manual,1499.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/professionalnyj-nabor-dluy-otbelivania-zubov-brilliantsmile.jpg?v=1480085437,1,,false,,,,,,,,,,,,,,,,,kg,
